AF3_THETA,AF3_LOW_BETA,AF3_GAMMA,T7_ALPHA,T7_HIGH_BETA,Pz_THETA,Pz_LOW_BETA,Pz_GAMMA,T8_ALPHA,T8_HIGH_BETA,AF4_THETA,AF4_LOW_BETA,Label
37.972328,10.332106,3.605142,1.731746,1.380839,193.188931,0.863358,0.459671,16.420423,14.685304,16.477211,13.163129,2
46.830409,10.970209,3.436085,2.106536,1.304379,197.047487,0.881587,0.481555,20.588484,13.228644,17.378669,12.089254,2
55.292896,11.10522,3.487335,2.387168,1.227427,197.872674,0.835767,0.510296,24.189055,11.239873,18.787999,10.43523,2
59.385353,10.714647,3.901157,2.482296,1.158771,193.994647,0.744812,0.560623,26.345318,9.311615,19.918435,8.678112,2
56.879491,10.188392,4.674527,2.360392,1.110406,185.418991,0.63727,0.645571,26.648605,7.999826,20.014138,7.415086,2
47.965691,10.017199,5.614445,2.07117,1.084041,173.947511,0.552607,0.78463,25.541364,7.528139,18.575787,7.102106,2
35.674296,10.463791,6.42818,1.723065,1.067229,162.339537,0.538955,1.006109,23.964945,7.75334,15.647466,7.836614,2
23.539487,11.29234,6.854312,1.42918,1.044456,153.143937,0.62253,1.317554,22.793955,8.304629,11.858911,9.201104,2
15.066151,11.940833,6.782842,1.25953,1.020305,148.035532,0.782823,1.6835,22.54761,8.875711,7.909407,10.521189,2
10.892563,11.889706,6.306213,1.227521,1.015344,147.577113,0.970436,2.024274,23.219872,9.573018,5.222635,11.240131,2
10.593176,10.846694,5.655339,1.280616,1.057171,151.385602,1.128619,2.242765,24.341082,10.666784,5.272406,11.003573,2
12.401548,9.059875,5.054801,1.338632,1.152411,158.228726,1.208216,2.263225,25.216217,12.340513,8.527485,9.918863,2
14.434847,7.179586,4.642072,1.347736,1.279904,166.2366,1.183088,2.068298,25.363434,14.407191,14.200534,8.459517,2
16.404191,5.872154,4.424592,1.296415,1.400497,173.177668,1.065236,1.710658,24.560872,16.234539,20.684158,7.212707,2
17.822079,5.486463,4.309179,1.216719,1.463864,176.676922,0.932726,1.296304,23.024523,17.08004,25.786753,6.609476,2
18.919873,5.937304,4.206999,1.150417,1.444026,174.723114,0.880808,0.939282,21.202198,16.499682,27.908208,6.690917,2
19.693398,6.815514,4.095895,1.11928,1.347843,166.345816,0.951903,0.715179,19.474078,14.529288,26.4991,7.234466,2
20.06155,7.655317,3.980418,1.115869,1.203713,152.316514,1.105259,0.635172,18.040734,11.693203,22.221896,7.841184,2
19.829318,8.039953,3.84495,1.107097,1.057422,135.079701,1.261877,0.65214,16.911051,8.783645,16.805447,8.197851,2
18.92499,7.808528,3.665543,1.057924,0.94421,118.027508,1.362042,0.705122,15.967452,6.501952,12.083229,8.240897,2
17.366603,7.159897,3.438187,0.957769,0.881192,104.839103,1.491266,0.78702,15.168708,5.19184,9.130548,8.21244,2
15.561879,6.461657,3.197184,0.818978,0.861009,98.683017,1.858079,0.945938,14.306573,4.746277,8.033503,8.403066,2
14.220519,5.885695,2.987691,0.664817,0.859778,100.761449,2.622639,1.223652,13.06471,4.773867,8.615335,8.830043,2
14.381658,5.498118,2.834779,0.543855,0.862581,109.587299,3.784532,1.607578,11.371828,4.8674,11.119207,9.340166,2
15.871534,5.288476,2.748564,0.512199,0.869284,121.654633,5.090415,2.020718,9.543504,4.807517,15.638891,9.71507,2
18.57034,5.65645,2.723217,0.605479,0.887329,133.024952,6.144767,2.352726,8.056729,4.592374,21.992041,10.120725,2
22.651143,7.473786,2.756494,0.819963,0.926824,140.694359,6.566964,2.511662,7.507928,4.376395,30.069054,11.261348,2
27.497208,11.606375,2.851437,1.10595,0.991592,143.442149,6.20291,2.469057,8.174166,4.448317,39.223632,14.20134,2
32.504663,18.043458,3.003317,1.384815,1.074488,142.216932,5.229042,2.281908,9.756261,5.043976,47.803269,19.389562,2
37.19861,25.552001,3.196453,1.587035,1.161114,139.446593,4.11977,2.067284,11.66643,6.20316,54.372808,26.069677,2
71.116857,6.615727,9.723902,1.971536,2.101596,91.469491,0.769132,0.789255,38.277216,7.727986,63.506811,8.735979,3
60.239958,6.28621,8.388086,1.99805,1.760072,89.226539,0.801881,0.796076,37.068892,6.538177,50.423086,8.437556,3
44.85119,5.802936,6.945143,1.978467,1.367596,85.596157,0.934153,0.803544,34.092565,5.44315,35.266383,7.387361,3
30.421146,5.6574,5.738386,1.902437,1.033153,82.143851,1.124354,0.82035,30.001404,4.588199,22.730597,6.062907,3
20.962498,6.184684,4.963026,1.751108,0.835918,80.471345,1.31623,0.847799,25.388615,4.120916,15.602584,4.99962,3
17.566872,7.405737,4.617939,1.515368,0.794156,81.308397,1.441544,0.874728,20.745556,4.102297,13.565651,4.654187,3
18.2049,8.856604,4.556495,1.225095,0.87075,84.298193,1.46549,0.896567,16.648648,4.520854,14.137458,5.028948,3
19.436571,9.927817,4.63997,0.941441,1.00824,88.506465,1.400136,1.050802,13.633128,5.347215,14.471101,5.798976,3
19.188874,10.347935,4.810067,0.738547,1.161975,94.192905,1.301669,1.643413,12.023285,6.513737,13.370781,6.685645,3
17.30271,10.281073,5.048974,0.660891,1.288191,104.612398,1.224516,2.922171,11.734108,7.837197,11.077028,7.597957,3
14.661728,10.229809,5.304351,0.694533,1.366481,124.672562,1.192168,4.841977,12.440678,9.004921,8.223785,8.656173,3
12.398359,10.681778,5.478779,0.778826,1.409949,158.885289,1.197998,6.984765,13.984313,9.791407,5.909092,10.021739,3
11.657159,11.790438,5.492962,0.840589,1.452499,207.81515,1.21865,8.696616,16.297552,10.196472,5.751293,11.657569,3
12.736656,13.495274,5.338677,0.8345,1.529677,267.276586,1.255213,9.378033,19.14906,10.382577,8.608457,13.503588,3
15.101225,15.538613,5.0658,0.77015,1.652987,329.047192,1.305085,8.773534,22.008036,10.596295,14.48394,15.481705,3
17.664613,17.529273,4.731962,0.692361,1.795643,385.229511,1.364665,7.097777,24.149648,10.949965,21.872663,17.438958,3
19.238131,19.046714,4.377034,0.642146,1.902821,430.974116,1.422221,4.932658,25.073079,11.408683,28.713487,19.172435,3
19.379244,19.817323,4.039586,0.643255,1.926315,464.454259,1.500796,2.950324,24.796163,11.844456,33.10122,20.379623,3
18.027819,19.873264,3.752323,0.70406,1.850425,485.024029,1.792106,1.629455,23.809463,12.039882,33.732477,20.918431,3
15.873999,19.393996,3.560204,0.81304,1.686496,490.537563,2.559301,1.089627,22.627918,11.875858,31.011226,20.760061,3
13.656415,18.501453,3.531326,0.956634,1.477017,476.959902,3.881517,1.119537,21.804464,11.33789,26.135955,19.951868,3
11.960081,17.519607,3.735659,1.145418,1.270957,441.207718,5.562525,1.381997,21.777619,10.549386,21.013932,18.865844,3
10.845589,16.969058,4.201149,1.379014,1.102348,384.477101,7.173452,1.642097,22.323284,9.720063,16.795976,18.243484,3
9.967434,17.277947,4.842737,1.64107,0.980626,314.167962,8.196016,1.791203,22.707744,8.968684,14.065213,18.716757,3
8.969575,18.431503,5.490058,1.905906,0.890798,241.930832,8.24116,1.770622,22.419656,8.300292,12.301363,20.289352,3
7.869839,19.788456,5.976813,2.136712,0.833829,179.476518,7.302735,1.581211,21.404679,7.847308,10.835361,22.107867,3
7.275291,20.424733,6.172224,2.331323,0.83598,134.449802,5.727375,1.282834,20.31264,7.834246,9.444043,22.906481,3
9.02551,19.586657,6.051635,2.487955,0.928741,108.5875,4.058857,0.967024,19.594941,8.378348,9.668644,21.739003,3
15.832038,17.55101,5.685901,2.592772,1.123125,98.669825,2.754032,0.715568,19.389725,9.454109,15.307376,18.92208,3
29.699248,15.419786,5.20216,2.639213,1.39023,99.519468,1.987026,0.56666,19.594821,10.866855,29.955732,15.717215,3
49.326087,14.225556,4.754396,2.611722,1.672387,106.550899,1.647069,0.511429,19.760638,12.296806,54.247123,13.330137,3
70.149687,14.718628,4.457166,2.500837,1.892792,116.473602,1.509215,0.518865,19.347869,13.383424,83.053611,12.689827,3
85.997868,17.207315,4.340028,2.314602,1.994751,126.489096,1.415116,0.568633,17.995663,13.833896,108.554335,14.173891,3
92.458532,21.355571,4.364161,2.098372,1.958998,134.069089,1.349925,0.660209,15.751144,13.52937,122.016718,17.507004,3
88.471889,25.967651,4.465009,1.918586,1.801901,137.645929,1.346012,0.79275,13.11952,12.56768,119.574291,21.603755,3
76.428696,29.467045,4.590993,1.818061,1.588196,137.2629,1.427303,0.953749,10.792133,11.163948,101.637484,24.993387,3
60.260128,30.681826,4.710394,1.809927,1.407396,134.758244,1.578524,1.125902,9.238348,9.612524,74.351031,26.506933,3
45.688095,29.184491,4.782021,1.862452,1.329573,133.978761,1.759921,1.331289,8.477149,8.199511,47.604532,25.691063,3
37.103541,25.312158,4.756884,1.915751,1.37383,139.60858,1.94772,1.662514,8.273982,7.112359,30.435663,22.789749,3
35.565199,20.276002,4.610944,1.934918,1.498591,155.207129,2.135219,2.218585,8.558481,6.410109,26.284405,18.822018,3
38.632851,15.554233,4.387259,1.941023,1.647558,183.064686,2.348324,3.005955,9.854182,6.154489,32.413366,15.064021,3
42.953083,12.170634,4.189707,1.990503,1.784111,223.263289,2.574015,3.891664,13.285374,6.497118,42.045656,12.365357,3
46.541001,10.651748,4.105829,2.146982,1.883416,274.142416,2.787942,4.636377,19.670914,7.586955,49.360469,11.144092,3
49.149715,10.803886,4.149041,2.402548,1.937304,329.790751,2.959743,5.00253,28.357554,9.388801,51.811958,11.251412,3
50.685337,11.691631,4.254931,2.661368,1.951834,381.442696,3.159546,4.867804,37.135206,11.630704,48.825132,11.980405,3
50.005901,12.336004,4.296877,2.800511,1.936147,419.345865,3.648339,4.320201,43.175518,13.816059,41.249689,12.600481,3
47.616063,12.224047,4.156675,2.726987,1.886301,437.879923,4.830143,3.693134,44.472663,15.357263,31.453084,12.733236,3
42.856705,11.562968,3.807215,2.416139,1.787535,438.869576,6.882001,3.389727,40.884262,15.870741,21.417295,12.581359,3
36.816414,10.889825,3.353457,1.949185,1.63556,431.286657,9.567941,3.634204,34.255194,15.275499,13.564198,12.503601,3
30.36922,10.505051,2.97783,1.482419,1.461134,427.046746,12.18294,4.349765,27.622546,13.841578,7.808233,12.562432,3
25.215521,10.56627,2.846098,1.182027,1.341981,432.745849,13.806925,5.232049,23.840029,12.175206,4.578981,12.68546,3
22.093957,11.102372,3.035039,1.152681,1.341628,444.498868,13.729866,5.915615,24.09758,10.881015,2.946654,12.830376,3
20.993735,12.142686,3.509407,1.434368,1.463368,451.072218,11.957432,6.16668,27.423966,10.299404,2.57688,13.049377,3
21.138589,13.768021,4.143902,2.005299,1.669285,437.875671,9.387698,5.959485,31.515784,10.438859,3.408267,13.486953,3
22.286379,15.799857,4.778874,2.769383,1.91068,397.724445,7.099676,5.416152,34.139581,11.030649,4.955226,14.132903,3
24.204741,17.780772,5.249556,3.565458,2.154947,338.275208,5.861975,4.717669,34.09049,11.716884,7.519202,14.796883,3
27.444855,19.232078,5.418459,4.184545,2.376693,287.878964,6.014174,4.027293,31.393221,12.212864,11.541143,15.298008,3
33.321108,19.817692,5.254194,4.481951,2.556455,277.737385,7.630846,3.460793,26.985753,12.441903,17.997871,15.572846,3
41.754376,19.423851,4.876733,4.41371,2.681519,321.636321,10.561027,3.084562,22.144095,12.520365,26.495572,15.667545,3
51.702437,18.150776,4.498863,4.079774,2.75653,404.791627,14.412794,2.934603,18.081147,12.63042,35.286052,15.675865,3
60.536759,16.351266,4.343566,3.681331,2.81235,492.431399,18.3493,3.044547,16.143474,13.065526,42.34415,15.725935,3
65.294738,14.412201,4.574257,3.460386,2.901535,539.796159,21.211776,3.448683,17.415953,14.171596,46.01645,15.905409,3
64.339311,12.7256,5.172335,3.572818,3.075084,520.403961,22.10527,4.080567,22.146284,16.069144,45.805647,16.245577,3
57.868414,11.595113,5.92722,3.998575,3.350058,435.809504,20.618544,4.746819,29.591075,18.592594,43.654304,16.737009,3
48.970618,10.956744,6.546422,4.512703,3.670154,310.956556,17.232511,5.221172,37.895131,21.234922,40.546034,17.073612,3
41.171047,10.463351,6.793106,4.827478,3.914683,185.80566,12.958353,5.337687,44.72805,23.320019,38.979474,16.811258,3
36.922042,9.78432,6.568536,4.783895,3.950365,88.992525,9.009388,5.042595,48.264174,24.193887,39.591379,15.645455,3
39.843845,8.725115,5.962805,4.448794,3.722935,33.322935,6.253065,4.42133,48.238364,23.506378,46.119873,13.644359,3
52.472869,7.830995,5.240841,4.14014,3.341407,12.224603,4.778762,3.685423,47.223571,21.454064,63.364043,11.827476,3
74.772094,9.414377,4.820789,4.203188,3.022757,8.761039,4.581795,3.128295,49.004209,18.900092,91.545337,13.064344,3
103.343103,16.188626,5.112922,4.818679,2.957915,8.661805,5.892696,3.018695,56.288454,16.815335,127.82781,20.57185,3
130.456434,29.27724,6.264266,5.85427,3.190179,8.454138,8.857723,3.452908,68.526617,15.832868,161.363769,35.472541,3
148.911308,46.701302,8.013666,6.896704,3.581953,8.019562,13.048961,4.26835,81.639697,15.909308,181.701748,55.272229,3
151.731308,63.483002,9.749613,7.455846,3.880546,7.234451,17.32721,5.102265,90.043415,16.262796,179.166788,74.071512,3
136.722316,74.043525,10.762537,7.223106,3.862072,6.267908,20.284323,5.556564,89.603377,15.944197,153.51584,85.462237,3
109.539701,74.605375,10.593777,6.257563,3.46211,5.140866,20.782093,5.395175,79.727661,14.455606,112.639686,85.303296,3
80.424814,64.940592,9.225352,4.887453,2.764166,4.034007,18.510191,4.629679,63.130721,11.807809,68.815667,73.523275,3
18.042407,17.653712,4.316368,1.30735,1.649012,369.785541,70.248371,14.014546,16.743603,11.937795,21.815618,17.604998,4
14.307144,16.396582,4.373421,1.152945,1.725975,306.718218,44.884345,9.744521,14.122039,12.455332,18.405163,16.667876,4
12.353151,14.302451,4.676205,1.011518,1.751728,235.356255,25.155876,6.940426,12.183817,12.710207,21.769953,15.109798,4
11.922302,11.888165,5.298837,0.875697,1.732928,171.052593,15.318034,6.51988,11.111427,12.642039,30.134455,13.545351,4
12.599515,9.877612,6.182883,0.777176,1.680397,120.695717,14.5309,8.206514,10.800723,12.331447,40.290156,12.433351,4
13.687606,8.682543,7.115086,0.780507,1.611459,83.578453,18.308027,10.770017,10.9687,11.841519,48.012725,11.813455,4
16.377791,8.339215,7.800806,0.936865,1.535268,56.468989,21.794758,12.769867,11.298374,11.159882,53.878625,11.285622,4
23.968126,8.684736,7.997453,1.248416,1.451554,37.311985,22.555317,13.296152,11.657768,10.244127,64.459456,10.6177,4
38.876921,9.705481,7.67162,1.658363,1.374105,25.100718,20.309384,12.19416,12.234243,9.19695,82.122458,10.029373,4
61.832309,11.410617,7.020676,2.076642,1.331991,17.285646,15.914906,9.912915,13.339867,8.265389,111.117636,10.13187,4
93.627875,13.736782,6.340913,2.398935,1.357649,11.71378,10.878668,7.256417,15.092133,7.766183,145.585199,11.436694,4
132.687052,16.263492,5.840006,2.536665,1.459699,8.009745,6.609101,4.987919,17.222528,7.863816,183.438411,13.898272,4
173.817711,18.171197,5.551351,2.456231,1.620542,5.730574,3.878059,3.510517,19.231145,8.486237,213.708826,16.643993,4
211.73762,18.650008,5.347794,2.179164,1.805795,4.281838,2.552254,2.767603,20.585039,9.330163,234.954828,18.451441,4
242.634185,17.32193,5.038815,1.781001,1.967328,3.051917,1.963701,2.405679,20.820048,9.982005,250.603521,18.448635,4
262.696026,14.489646,4.511672,1.351188,2.059506,1.912018,1.520145,2.086232,19.805074,10.115089,267.825121,16.59117,4
267.024738,10.961059,3.793435,0.979452,2.056085,1.130347,1.106814,1.712142,17.826435,9.606027,285.884948,13.562294,4
254.696109,7.682547,3.004026,0.726169,1.957685,0.746863,0.786564,1.333477,15.359318,8.531493,297.324585,10.37085,4
225.748279,5.259153,2.277034,0.612782,1.784039,0.606965,0.580751,1.001872,12.783773,7.1002,291.766686,7.793708,4
183.090934,3.818495,1.709814,0.626008,1.567851,0.544521,0.473144,0.742842,10.326044,5.587499,260.979606,6.092724,4
135.377994,3.070387,1.335742,0.721282,1.335482,0.475577,0.446841,0.55761,8.082,4.220419,207.793114,5.097508,4
89.258783,2.640338,1.129474,0.837603,1.110261,0.400804,0.48063,0.432163,6.134318,3.114905,145.100652,4.465104,4
53.38322,2.295821,1.038806,0.924005,0.907295,0.331341,0.555855,0.349733,4.634909,2.291874,87.607097,3.990877,4
28.576854,1.994306,1.01958,0.954832,0.737526,0.28279,0.655012,0.300162,3.694394,1.715107,45.739958,3.658399,4
14.533447,1.808118,1.033379,0.932641,0.608264,0.270153,0.752924,0.277338,3.246991,1.350544,20.0408,3.582869,4
9.701668,1.754258,1.037206,0.885687,0.520413,0.305847,0.819383,0.273504,3.071539,1.142314,9.370239,3.738358,4
10.590573,1.796564,1.002015,0.840969,0.473838,0.384732,0.838889,0.284281,2.953008,1.026723,7.011297,3.965355,4
14.062193,1.876883,0.936553,0.823059,0.476391,0.492017,0.830157,0.315767,2.827141,0.988176,7.045274,4.066849,4
18.66035,1.931219,0.871184,0.825412,0.530968,0.598605,0.83584,0.375334,2.755235,1.04448,7.037802,3.917221,4
26.225519,2.072182,0.833634,0.836802,0.624244,0.682121,0.890718,0.460433,2.76747,1.195693,9.868855,3.616578,4
41.72325,2.528551,0.83816,0.85936,0.733489,0.734695,1.007267,0.555145,2.848429,1.435138,22.390042,3.456029,4
71.183714,3.42442,0.880716,0.920546,0.833407,0.761619,1.160169,0.635999,2.957532,1.744718,50.462508,3.683117,4
112.982052,4.685049,0.951153,1.034136,0.901704,0.792571,1.292009,0.684602,3.081698,2.091417,92.390201,4.353922,4
158.429407,6.045394,1.038073,1.178748,0.925301,0.855108,1.350597,0.697946,3.229367,2.420807,139.585688,5.305218,4
193.645961,7.104283,1.13254,1.307032,0.904308,0.9566,1.314728,0.690449,3.432883,2.658604,177.557321,6.154856,4
207.665253,7.569456,1.223884,1.370475,0.852217,1.074281,1.197282,0.684363,3.709408,2.746622,194.555084,6.580164,4
193.167999,7.359327,1.301996,1.356205,0.78787,1.180729,1.039287,0.696852,4.003851,2.663322,183.642932,6.442864,4
156.646434,6.740455,1.35955,1.292469,0.727689,1.253737,0.904057,0.730287,4.239135,2.453201,149.66192,5.910711,4
110.249452,6.146554,1.393321,1.228164,0.68067,1.283753,0.832466,0.77106,4.315057,2.203887,104.896709,5.291616,4
66.611677,5.92827,1.40323,1.194391,0.650166,1.276356,0.820412,0.798779,4.147113,1.994834,62.890089,4.78882,4
35.939668,6.228374,1.403897,1.184684,0.63515,1.239905,0.832106,0.798725,3.742424,1.868394,32.8276,4.479195,4
19.669266,6.911197,1.43196,1.163696,0.639612,1.17737,0.832915,0.772234,3.200287,1.827455,16.391727,4.312601,4
13.6472,7.638871,1.638732,1.092775,0.672344,1.092518,0.823161,0.738237,2.654631,1.857813,9.504229,4.197803,4
12.563685,8.084645,2.305349,0.96436,0.733858,0.990603,0.834477,0.721799,2.198753,1.972179,6.638014,4.060613,4
12.081473,8.123143,3.643492,0.821761,0.809798,0.891066,0.900735,0.739262,1.865509,2.204947,4.928707,3.881473,4
11.099321,7.733876,5.598937,0.73268,0.875531,0.807627,1.033815,0.793069,1.644338,2.600447,3.914587,3.639005,4
10.516116,6.971275,7.817665,0.740921,0.906185,0.748298,1.209457,0.881404,1.590972,3.259656,3.769385,3.277386,4
11.302165,6.010922,9.784103,0.863267,0.888636,0.708917,1.404864,1.009728,1.845178,4.285768,4.578217,2.833545,4
13.029835,5.074889,10.996653,1.074222,0.833177,0.673848,1.612956,1.178977,2.552399,5.659576,5.904372,2.474502,4
15.796473,4.298276,11.161342,1.31691,0.772551,0.637519,1.826441,1.373948,3.716949,7.181706,9.056963,2.371287,4
21.835354,3.734417,10.303791,1.534662,0.750596,0.601071,2.025201,1.556411,5.108022,8.495008,18.371858,2.600848,4
31.85238,3.374825,8.738181,1.688533,0.800008,0.581241,2.174328,1.674155,6.359389,9.216437,36.752518,3.091058,4
45.998514,3.302456,6.908852,1.755949,0.921147,0.600488,2.246521,1.681771,7.163069,9.101346,63.237596,3.719782,4
61.876509,3.674363,5.200736,1.738859,1.076232,0.66266,2.252107,1.563371,7.446741,8.160559,91.853395,4.435817,4
75.416222,4.569296,3.820805,1.651282,1.212092,0.746642,2.226446,1.34342,7.356247,6.685665,113.865997,5.221394,4
82.818827,5.914324,2.793642,1.518251,1.284004,0.815931,2.205901,1.0776,7.074767,5.1212,121.840154,6.050635,4
81.668998,7.344453,2.054551,1.363193,1.279826,0.838178,2.186589,0.832229,6.765395,3.869456,113.030376,6.815424,4
72.388958,8.299785,1.576675,1.204378,1.231551,0.801736,2.120926,0.657116,6.47441,3.166706,90.747073,7.29874,4
58.091583,8.336209,1.344671,1.054159,1.191092,0.712347,1.967354,0.565121,6.13213,2.993699,62.218456,7.277917,4
42.922872,7.344601,1.264635,0.931225,1.196952,0.597167,1.701823,0.530192,5.655695,3.131525,36.396397,6.635895,4
29.425553,5.651138,1.234025,0.838973,1.251363,0.4871,1.344732,0.513439,5.073275,3.321098,17.934022,5.501643,4
19.780935,3.857958,1.199576,0.778314,1.312932,0.405334,0.985629,0.488818,4.480162,3.400484,8.797208,4.208637,4
14.013779,2.521722,1.144662,0.748751,1.321178,0.363906,0.742344,0.449503,4.028367,3.307279,5.981351,3.15679,4
11.585057,1.856782,1.061088,0.74167,1.238296,0.354636,0.655486,0.402276,3.762191,3.040364,5.877433,2.544517,4
11.030791,1.747704,0.951578,0.742988,1.072008,0.361806,0.68839,0.361011,3.648234,2.656146,6.570538,2.286593,4
11.351413,1.961709,0.838214,0.741215,0.868569,0.369189,0.7701,0.337031,3.661361,2.256895,7.402066,2.228965,4
11.726683,2.237699,0.754172,0.725063,0.694304,0.367319,0.831946,0.333818,3.760321,1.961109,7.880388,2.192514,4
11.257112,2.481699,0.727047,0.688316,0.603767,0.354785,0.861276,0.347051,3.917374,1.847413,7.649977,2.150002,4
9.741243,2.709475,0.765015,0.629793,0.604412,0.332136,0.886661,0.366769,4.072923,1.911023,6.678579,2.199163,4
9.413817,2.910676,0.850517,0.552953,0.659638,0.309551,0.92777,0.381758,4.135227,2.07454,7.632926,2.423608,4
15.354071,3.066605,0.945745,0.467597,0.712358,0.298598,0.967959,0.385904,4.006726,2.221824,16.020228,2.858336,4
31.813512,3.142922,1.011915,0.402467,0.721862,0.304704,0.975259,0.381176,3.651078,2.263864,35.521279,3.46071,4
58.713284,3.094123,1.022372,0.383911,0.688019,0.3268,0.923172,0.373951,3.125258,2.185197,65.243758,4.091751,4
89.230926,2.897337,0.967645,0.423845,0.63826,0.352819,0.804103,0.369504,2.563447,2.034737,97.892634,4.562247,4
113.729825,2.569917,0.859957,0.511179,0.604738,0.384038,0.640107,0.368566,2.102415,1.88691,124.185216,4.71252,4
124.058087,2.160262,0.72779,0.616041,0.607835,0.437817,0.474085,0.368995,1.807599,1.804261,134.520456,4.482957,4
117.18744,1.746858,0.601044,0.707302,0.64737,0.537815,0.345143,0.36779,1.668624,1.804582,126.562842,3.935257,4
96.098156,1.399645,0.502983,0.762691,0.701779,0.685227,0.27002,0.361634,1.617844,1.845637,102.811784,3.224372,4
123.543652,10.044646,24.332117,0.805814,0.65546,7.748466,6.95622,5.546601,6.311863,3.814021,68.61194,4.304336,1
144.624813,11.482689,26.695647,0.804838,0.568296,1.670077,1.096598,2.978709,5.219363,4.609995,79.63139,4.692851,1
147.074863,11.682469,26.244771,0.848662,0.512619,1.374384,0.56909,2.628763,4.548282,5.340794,80.494581,4.780369,1
130.176724,10.614265,23.10519,0.905808,0.494879,1.787206,0.583409,2.476085,4.265158,5.75576,70.80911,4.533492,1
99.750226,8.692114,18.350998,0.947616,0.503242,2.210093,0.666785,2.411763,4.184181,5.701247,53.78327,4.007811,1
65.740314,6.590049,13.556484,0.949063,0.521651,3.494483,2.072706,3.545091,4.144309,5.227112,34.891041,3.339754,1
37.211122,4.960856,10.05768,0.901734,0.536861,9.081746,8.382069,9.231877,4.112297,4.604246,19.220739,2.681963,1
18.996796,4.241224,8.463965,0.815057,0.540158,22.653177,23.219569,23.08094,4.166999,4.194004,9.43845,2.196506,1
10.786175,4.467776,8.59359,0.7103,0.534026,44.804052,47.154018,45.805101,4.376079,4.24296,5.377788,1.979116,1
8.903704,5.491632,10.047008,0.610914,0.531126,71.698304,76.111368,73.46776,4.830312,4.746697,4.648959,2.08853,1
10.387333,7.259737,12.748205,0.526752,0.54453,95.980176,101.968726,98.358094,5.576483,5.471748,5.916054,2.50799,1
14.541619,9.680204,16.677456,0.46169,0.581896,109.527707,115.900393,112.225871,6.57941,6.097977,9.34164,3.156101,1
20.671176,12.338266,21.492555,0.413847,0.644803,107.313637,113.066654,110.161303,7.68522,6.397465,14.758202,3.84484,1
27.517637,14.626735,26.329152,0.379015,0.726721,90.087951,94.502235,92.960331,8.649642,6.341766,21.231767,4.387134,1
33.521245,15.844785,29.966473,0.358473,0.811101,64.110707,66.698563,66.710064,9.228707,6.048836,26.931467,4.615552,1
37.181648,15.618809,31.335799,0.358009,0.877425,37.780192,38.39782,39.874037,9.278387,5.704107,30.029522,4.464171,1
37.827839,14.073857,30.02031,0.37752,0.908993,17.69412,16.931778,19.384943,8.779845,5.44378,29.358892,3.995176,1
35.932051,11.734441,26.446661,0.408682,0.898793,6.359643,5.095693,7.953586,7.824191,5.323462,25.306982,3.390575,1
33.326228,9.17322,21.719431,0.438623,0.856015,2.184471,0.860759,3.883727,6.660553,5.317038,19.685514,2.878373,1
32.743457,6.897879,17.143229,0.45538,0.796619,1.426215,0.2036,3.303491,5.574464,5.352755,15.554539,2.66208,1
36.650037,5.230955,13.68859,0.45827,0.739256,1.250284,0.211428,3.300214,4.798929,5.354236,15.795701,2.799021,1
45.4399,4.171545,11.6706,0.451744,0.700883,1.230851,0.230016,3.199694,4.421484,5.27942,21.526287,3.185891,1
57.180297,3.520221,10.782662,0.447964,0.687158,1.315277,0.273651,3.015958,4.371197,5.090709,31.341748,3.595193,1
68.011515,3.069574,10.455978,0.466239,0.693405,1.388646,0.347574,2.802046,4.507355,4.74897,41.757532,3.779292,1
73.186388,2.842105,10.282358,0.51355,0.707895,1.404724,0.412618,2.617206,4.76918,4.267408,48.364061,3.614007,1
69.999272,2.924495,10.088927,0.579478,0.71484,1.390754,0.476084,2.631129,5.164539,3.70433,48.504108,3.150584,1
59.259718,3.230683,9.852914,0.629177,0.704326,1.395233,0.626592,3.226997,5.738361,3.127262,42.379711,2.543939,1
43.755862,3.547866,9.651097,0.636236,0.678739,1.508187,0.959339,4.764915,6.397518,2.611016,31.892311,1.982967,1
28.098592,3.718994,9.603836,0.596138,0.646907,1.791119,1.445323,7.256354,6.994394,2.224082,20.775772,1.610476,1
16.508938,3.662277,9.773338,0.535268,0.617834,2.202055,1.986974,10.206566,7.443679,2.02811,12.310828,1.451233,1
11.135885,3.376241,10.12414,0.488811,0.605499,2.613279,2.484889,12.752609,7.716574,2.059041,8.151446,1.422696,1
11.414789,2.968262,10.519141,0.47849,0.632758,2.896746,2.802213,14.027919,7.756769,2.317115,7.991855,1.429165,1
15.01171,2.549551,10.773669,0.505853,0.723992,3.016354,2.802209,13.571883,7.563659,2.780025,10.265657,1.419682,1
19.414554,2.231163,10.756841,0.562902,0.88736,2.977925,2.458259,11.54265,7.144285,3.398985,13.250388,1.437268,1
22.619924,2.058088,10.4641,0.63689,1.10222,2.769852,1.910761,8.651741,6.504979,4.044386,15.556147,1.503327,1
23.427034,2.033376,10.012872,0.712114,1.323283,2.449314,1.360699,5.826481,5.66383,4.552753,16.241507,1.620197,1
21.739274,2.1542,9.526933,0.780904,1.497188,2.129761,0.936976,3.781817,4.732189,4.82278,15.125543,1.83393,1
18.38884,2.427572,9.095328,0.844563,1.578062,1.85,0.671196,2.750511,3.97783,4.824596,13.084398,2.199651,1
